value,label
1,ingeschrevene is eerstejaars opleiding actueel equivalent voor de betreffende
2,ingeschrevene is hogerejaars opleiding actueel equivalent voor de betreffende
3,ingeschrevene is eerstejaars opleiding actueel equivalent voor de betreffende
4,ingeschrevene is hogerejaars opleiding actueel equivalent voor de betreffende
5,inschrijving heeft soort inschrijving opleiding actueel equivalent van 3; 4 of 5 (of 8; 9; C; D; E)
