value,label
202,CM
203,EM
204,EM & CM
205,NG
206,NG & CM
207,NG & EM
208,NT
209,NT & CM
210,NT & EM
211,NT & NG
402,CM
403,EM
404,EM & CM
405,NG
406,NG & CM
407,NG & EM
408,NT
409,NT & CM
410,NT & EM
411,NT & NG
